"","Barcode","Head","Tail","Soap","FusionScan","Prada"
"326","TCGA-AB-2848-03A","C16orf53","MVP","Soapfuse",NA,NA
"327","TCGA-AB-2848-03A","CAMK2G","NDST2","Soapfuse",NA,NA
"328","TCGA-AB-2848-03A","CTBS","GNG5","Soapfuse",NA,NA
"329","TCGA-AB-2848-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"330","TCGA-AB-2848-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"331","TCGA-AB-2848-03A","HACL1","COLQ","Soapfuse",NA,NA
"332","TCGA-AB-2848-03A","HARS2","ZMAT2","Soapfuse",NA,NA
"333","TCGA-AB-2848-03A","HOMER3","COPE","Soapfuse",NA,NA
"334","TCGA-AB-2848-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"335","TCGA-AB-2848-03A","KIAA1267","ARL17A","Soapfuse",NA,NA
"336","TCGA-AB-2848-03A","KIAA1267","ARL17B","Soapfuse",NA,NA
"337","TCGA-AB-2848-03A","LSP1","TNNT3","Soapfuse",NA,NA
"338","TCGA-AB-2848-03A","LYZ","ABHD2","Soapfuse",NA,NA
"339","TCGA-AB-2848-03A","MS4A7","MS4A14","Soapfuse",NA,NA
"340","TCGA-AB-2848-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"341","TCGA-AB-2848-03A","PRHOXNB","CDX2","Soapfuse",NA,NA
"342","TCGA-AB-2848-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"343","TCGA-AB-2848-03A","PXMP4","E2F1","Soapfuse",NA,NA
"344","TCGA-AB-2848-03A","RAB27A","LYZ","Soapfuse",NA,NA
"345","TCGA-AB-2848-03A","RASSF4","ZNF22","Soapfuse",NA,NA
"346","TCGA-AB-2848-03A","RN28S1","HLA-E","Soapfuse",NA,NA
"347","TCGA-AB-2848-03A","RNF4","C4orf8","Soapfuse",NA,NA
"348","TCGA-AB-2848-03A","RRM2","C2orf48","Soapfuse",NA,NA
"349","TCGA-AB-2848-03A","SDHAF2","C11orf66","Soapfuse",NA,NA
"350","TCGA-AB-2848-03A","SIRPB1","SIRPD","Soapfuse",NA,NA
"351","TCGA-AB-2848-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"352","TCGA-AB-2848-03A","SLC35A3","HIAT1","Soapfuse",NA,NA
"353","TCGA-AB-2848-03A","SOS2","C14orf138","Soapfuse",NA,NA
"354","TCGA-AB-2848-03A","TAS2R14","PRH1","Soapfuse",NA,NA
"355","TCGA-AB-2848-03A","TMEM111","PRRT3","Soapfuse",NA,NA
"356","TCGA-AB-2848-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"357","TCGA-AB-2848-03A","TPD52L2","DNAJC5","Soapfuse",NA,NA
"358","TCGA-AB-2848-03A","TTTY15","USP9Y","Soapfuse",NA,NA
"359","TCGA-AB-2848-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"360","TCGA-AB-2849-03A","HSH2D","ECT2","Soapfuse",NA,NA
"361","TCGA-AB-2849-03A","BPTF","LRRC37A","Soapfuse",NA,NA
"362","TCGA-AB-2849-03A","C16orf53","MVP","Soapfuse",NA,NA
"363","TCGA-AB-2849-03A","DUS4L","BCAP29","Soapfuse",NA,NA
"364","TCGA-AB-2849-03A","GKAP1","KIF27","Soapfuse",NA,NA
"365","TCGA-AB-2849-03A","HBB","HBA1","Soapfuse",NA,NA
"366","TCGA-AB-2849-03A","HBB","HBA2","Soapfuse",NA,NA
"367","TCGA-AB-2849-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"368","TCGA-AB-2849-03A","KIAA1267","ARL17A","Soapfuse",NA,NA
"369","TCGA-AB-2849-03A","KIAA1267","ARL17B","Soapfuse",NA,NA
"370","TCGA-AB-2849-03A","KIAA1267","LRRC37A","Soapfuse",NA,NA
"371","TCGA-AB-2849-03A","KIAA1267","LRRC37A2","Soapfuse",NA,NA
"372","TCGA-AB-2849-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"373","TCGA-AB-2849-03A","RRM2","C2orf48","Soapfuse",NA,NA
"374","TCGA-AB-2849-03A","SLC12A6","HLA-90","Soapfuse",NA,NA
"375","TCGA-AB-2849-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"376","TCGA-AB-2849-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"377","TCGA-AB-2849-03A","TTTY15","USP9Y","Soapfuse",NA,NA
"378","TCGA-AB-2849-03A","UCHL3","LMO7","Soapfuse",NA,NA
"379","TCGA-AB-2855-03A","ADSL","SGSM3","Soapfuse",NA,NA
"380","TCGA-AB-2855-03A","CUTC","ABCC2","Soapfuse",NA,NA
"381","TCGA-AB-2855-03A","DNAJC4","VEGFB","Soapfuse",NA,NA
"382","TCGA-AB-2855-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"383","TCGA-AB-2855-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"384","TCGA-AB-2855-03A","HARS2","ZMAT2","Soapfuse",NA,NA
"385","TCGA-AB-2855-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"386","TCGA-AB-2855-03A","HSPE1","MOBKL3","Soapfuse",NA,NA
"387","TCGA-AB-2855-03A","KIAA0101","CSNK1G1","Soapfuse",NA,NA
"388","TCGA-AB-2855-03A","KLHL33","TEP1","Soapfuse",NA,NA
"389","TCGA-AB-2855-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"390","TCGA-AB-2855-03A","PRIM1","NACA","Soapfuse",NA,NA
"391","TCGA-AB-2855-03A","RIPK3","ADCY4","Soapfuse",NA,NA
"392","TCGA-AB-2855-03A","RRM2","C2orf48","Soapfuse",NA,NA
"393","TCGA-AB-2855-03A","SFT2D2","TBX19","Soapfuse",NA,NA
"394","TCGA-AB-2855-03A","STYXL1","TMEM120A","Soapfuse",NA,NA
"395","TCGA-AB-2855-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"396","TCGA-AB-2855-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"397","TCGA-AB-2855-03A","TOMM5","FBXO10","Soapfuse",NA,NA
"398","TCGA-AB-2855-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"399","TCGA-AB-2856-03A","ADCK4","NUMBL","Soapfuse",NA,NA
"400","TCGA-AB-2856-03A","ADSL","SGSM3","Soapfuse",NA,NA
"401","TCGA-AB-2856-03A","ARL6IP1","RPS15A","Soapfuse",NA,NA
"402","TCGA-AB-2856-03A","BCL7B","GGA1","Soapfuse",NA,NA
"403","TCGA-AB-2856-03A","C16orf53","MVP","Soapfuse",NA,NA
"404","TCGA-AB-2856-03A","C9orf69","SRGN","Soapfuse",NA,NA
"405","TCGA-AB-2856-03A","CALR","MYH9","Soapfuse",NA,NA
"406","TCGA-AB-2856-03A","CTBS","GNG5","Soapfuse",NA,NA
"407","TCGA-AB-2856-03A","CTSC","RAB38","Soapfuse",NA,NA
"408","TCGA-AB-2856-03A","CYBA","TPT1","Soapfuse",NA,NA
"409","TCGA-AB-2856-03A","DNAJC4","VEGFB","Soapfuse",NA,NA
"410","TCGA-AB-2856-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"411","TCGA-AB-2856-03A","GALT","IL11RA","Soapfuse",NA,NA
"412","TCGA-AB-2856-03A","HARS2","ZMAT2","Soapfuse",NA,NA
"413","TCGA-AB-2856-03A","HCG4P5","HLA-H","Soapfuse",NA,NA
"414","TCGA-AB-2856-03A","KSR1","LGALS9","Soapfuse",NA,NA
"415","TCGA-AB-2856-03A","LSM10","STK40","Soapfuse",NA,NA
"416","TCGA-AB-2856-03A","NCSTN","NHLH1","Soapfuse",NA,NA
"417","TCGA-AB-2856-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"418","TCGA-AB-2856-03A","PRH1","PRR4","Soapfuse",NA,NA
"419","TCGA-AB-2856-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"420","TCGA-AB-2856-03A","RIPK3","ADCY4","Soapfuse",NA,NA
"421","TCGA-AB-2856-03A","RN28S1","RPLP0","Soapfuse",NA,NA
"422","TCGA-AB-2856-03A","RPL27","VIM","Soapfuse",NA,NA
"423","TCGA-AB-2856-03A","RPL7A","RNF130","Soapfuse",NA,NA
"424","TCGA-AB-2856-03A","RRM2","C2orf48","Soapfuse",NA,NA
"425","TCGA-AB-2856-03A","SAPS1","TMEM86B","Soapfuse",NA,NA
"426","TCGA-AB-2856-03A","SIDT2","TAGLN","Soapfuse",NA,NA
"427","TCGA-AB-2856-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"428","TCGA-AB-2856-03A","SMG5","PAQR6","Soapfuse",NA,NA
"429","TCGA-AB-2856-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"430","TCGA-AB-2856-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"431","TCGA-AB-2856-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"432","TCGA-AB-2856-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"433","TCGA-AB-2856-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"434","TCGA-AB-2857-03A","CD74","IER2","Soapfuse",NA,NA
"435","TCGA-AB-2857-03A","ADCK4","NUMBL","Soapfuse",NA,NA
"436","TCGA-AB-2857-03A","ADSL","SGSM3","Soapfuse",NA,NA
"437","TCGA-AB-2857-03A","ARL6IP1","RPS15A","Soapfuse",NA,NA
"438","TCGA-AB-2857-03A","C11orf51","C11orf59","Soapfuse",NA,NA
"439","TCGA-AB-2857-03A","CAMK2G","NDST2","Soapfuse",NA,NA
"440","TCGA-AB-2857-03A","CHFR","GOLGA3","Soapfuse",NA,NA
"441","TCGA-AB-2857-03A","CTBS","GNG5","Soapfuse",NA,NA
"442","TCGA-AB-2857-03A","DHTKD1","SEC61A2","Soapfuse",NA,NA
"443","TCGA-AB-2857-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"444","TCGA-AB-2857-03A","FCRL1","FCRL2","Soapfuse",NA,NA
"445","TCGA-AB-2857-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"446","TCGA-AB-2857-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"447","TCGA-AB-2857-03A","HBG2","TBCD","Soapfuse",NA,NA
"448","TCGA-AB-2857-03A","HERC2","MPHOSPH10","Soapfuse",NA,NA
"449","TCGA-AB-2857-03A","KLRC4","KLRK1","Soapfuse",NA,NA
"450","TCGA-AB-2857-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"451","TCGA-AB-2857-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"452","TCGA-AB-2857-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"453","TCGA-AB-2857-03A","PRR13","PCBP2","Soapfuse",NA,NA
"454","TCGA-AB-2857-03A","RNF4","C4orf8","Soapfuse",NA,NA
"455","TCGA-AB-2857-03A","RRM2","C2orf48","Soapfuse",NA,NA
"456","TCGA-AB-2857-03A","RRN3P3","CDR2","Soapfuse",NA,NA
"457","TCGA-AB-2857-03A","SLC35A3","HIAT1","Soapfuse",NA,NA
"458","TCGA-AB-2857-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"459","TCGA-AB-2857-03A","TMSB4Y","KALP","Soapfuse",NA,NA
"460","TCGA-AB-2857-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"461","TCGA-AB-2857-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"462","TCGA-AB-2857-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"463","TCGA-AB-2857-03A","ZNF585A","ELOF1","Soapfuse",NA,NA
"464","TCGA-AB-2857-03A","ZNF782","ZNF510","Soapfuse",NA,NA
"465","TCGA-AB-2858-03A","ADSL","SGSM3","Soapfuse",NA,NA
"466","TCGA-AB-2858-03A","BPTF","LRRC37A3","Soapfuse",NA,NA
"467","TCGA-AB-2858-03A","BUD31","ATAD3C","Soapfuse",NA,NA
"468","TCGA-AB-2858-03A","C16orf53","MVP","Soapfuse",NA,NA
"469","TCGA-AB-2858-03A","CTBS","GNG5","Soapfuse",NA,NA
"470","TCGA-AB-2858-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"471","TCGA-AB-2858-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"472","TCGA-AB-2858-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"473","TCGA-AB-2858-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"474","TCGA-AB-2858-03A","GATSL1","GTF2I","Soapfuse",NA,NA
"475","TCGA-AB-2858-03A","HACL1","COLQ","Soapfuse",NA,NA
"476","TCGA-AB-2858-03A","HNRNPUL2","BSCL2","Soapfuse",NA,NA
"477","TCGA-AB-2858-03A","IGHA1","IGHV1-2","Soapfuse",NA,NA
"478","TCGA-AB-2858-03A","IGHA1","IGHV3-21","Soapfuse",NA,NA
"479","TCGA-AB-2858-03A","IGHA1","IGHV3-30","Soapfuse",NA,NA
"480","TCGA-AB-2858-03A","IGHG2","IGHV3-30","Soapfuse",NA,NA
"481","TCGA-AB-2858-03A","JAK3","INSL3","Soapfuse",NA,NA
"482","TCGA-AB-2858-03A","LPIN1","UTP6","Soapfuse",NA,NA
"483","TCGA-AB-2858-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"484","TCGA-AB-2858-03A","NCRNA00189","BACH1","Soapfuse",NA,NA
"485","TCGA-AB-2858-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"486","TCGA-AB-2858-03A","NSUN4","FAAH","Soapfuse",NA,NA
"487","TCGA-AB-2858-03A","PRH1","PRR4","Soapfuse",NA,NA
"488","TCGA-AB-2858-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"489","TCGA-AB-2858-03A","PRR13","PCBP2","Soapfuse",NA,NA
"490","TCGA-AB-2858-03A","RN28S1","RPL15","Soapfuse",NA,NA
"491","TCGA-AB-2858-03A","RRM2","C2orf48","Soapfuse",NA,NA
"492","TCGA-AB-2858-03A","RRN3P3","CDR2","Soapfuse",NA,NA
"493","TCGA-AB-2858-03A","S100Z","CRHBP","Soapfuse",NA,NA
"494","TCGA-AB-2858-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"495","TCGA-AB-2858-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"496","TCGA-AB-2858-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"497","TCGA-AB-2858-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"498","TCGA-AB-2858-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"499","TCGA-AB-2858-03A","ZNF451","BAG2","Soapfuse",NA,NA
"500","TCGA-AB-2862-03A","ADSL","SGSM3","Soapfuse",NA,NA
"501","TCGA-AB-2862-03A","C20orf29","MAVS","Soapfuse",NA,NA
"502","TCGA-AB-2862-03A","C9orf43","RGS3","Soapfuse",NA,NA
"503","TCGA-AB-2862-03A","CALR","PTMA","Soapfuse",NA,NA
"504","TCGA-AB-2862-03A","CTBS","GNG5","Soapfuse",NA,NA
"505","TCGA-AB-2862-03A","CTNNBIP1","CLSTN1","Soapfuse",NA,NA
"506","TCGA-AB-2862-03A","CTSLL2","BMS1P6","Soapfuse",NA,NA
"507","TCGA-AB-2862-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"508","TCGA-AB-2862-03A","GKAP1","KIF27","Soapfuse",NA,NA
"509","TCGA-AB-2862-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"510","TCGA-AB-2862-03A","NSUN4","FAAH","Soapfuse",NA,NA
"511","TCGA-AB-2862-03A","PRH1","PRR4","Soapfuse",NA,NA
"512","TCGA-AB-2862-03A","RRM2","C2orf48","Soapfuse",NA,NA
"513","TCGA-AB-2862-03A","SDHAF2","C11orf66","Soapfuse",NA,NA
"514","TCGA-AB-2862-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"515","TCGA-AB-2862-03A","TAS2R14","PRH1","Soapfuse",NA,NA
"516","TCGA-AB-2862-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"517","TCGA-AB-2862-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"518","TCGA-AB-2862-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"519","TCGA-AB-2862-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"520","TCGA-AB-2862-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"521","TCGA-AB-2872-03A","ARL8B","EDEM1","Soapfuse",NA,NA
"522","TCGA-AB-2872-03A","ADSL","SGSM3","Soapfuse",NA,NA
"523","TCGA-AB-2872-03A","C11orf59","NUMA1","Soapfuse",NA,NA
"524","TCGA-AB-2872-03A","C16orf53","MVP","Soapfuse",NA,NA
"525","TCGA-AB-2872-03A","C9orf43","RGS3","Soapfuse",NA,NA
"526","TCGA-AB-2872-03A","CTBS","GNG5","Soapfuse",NA,NA
"527","TCGA-AB-2872-03A","CTNNBIP1","CLSTN1","Soapfuse",NA,NA
"528","TCGA-AB-2872-03A","CTSLL2","BMS1P6","Soapfuse",NA,NA
"529","TCGA-AB-2872-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"530","TCGA-AB-2872-03A","ECD","P4HA1","Soapfuse",NA,NA
"531","TCGA-AB-2872-03A","GATSL1","GTF2I","Soapfuse",NA,NA
"532","TCGA-AB-2872-03A","HACL1","COLQ","Soapfuse",NA,NA
"533","TCGA-AB-2872-03A","IL17RC","CRELD1","Soapfuse",NA,NA
"534","TCGA-AB-2872-03A","IL2RG","CXorf65","Soapfuse",NA,NA
"535","TCGA-AB-2872-03A","KSR1","LGALS9","Soapfuse",NA,NA
"536","TCGA-AB-2872-03A","MED8","ELOVL1","Soapfuse",NA,NA
"537","TCGA-AB-2872-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"538","TCGA-AB-2872-03A","PEX13","KIAA1841","Soapfuse",NA,NA
"539","TCGA-AB-2872-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"540","TCGA-AB-2872-03A","RRM2","C2orf48","Soapfuse",NA,NA
"541","TCGA-AB-2872-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"542","TCGA-AB-2872-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"543","TCGA-AB-2872-03A","TM9SF1","IPO4","Soapfuse",NA,NA
"544","TCGA-AB-2872-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"545","TCGA-AB-2872-03A","TPD52L2","DNAJC5","Soapfuse",NA,NA
"546","TCGA-AB-2872-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"547","TCGA-AB-2875-03A","RPL28","ASAP1","Soapfuse",NA,NA
"548","TCGA-AB-2875-03A","ADSL","SGSM3","Soapfuse",NA,NA
"549","TCGA-AB-2875-03A","BCL2L12","PRMT1","Soapfuse",NA,NA
"550","TCGA-AB-2875-03A","CTBS","GNG5","Soapfuse",NA,NA
"551","TCGA-AB-2875-03A","DHRS1","RABGGTA","Soapfuse",NA,NA
"552","TCGA-AB-2875-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"553","TCGA-AB-2875-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"554","TCGA-AB-2875-03A","HACL1","COLQ","Soapfuse",NA,NA
"555","TCGA-AB-2875-03A","JAK3","INSL3","Soapfuse",NA,NA
"556","TCGA-AB-2875-03A","NCRNA00189","BACH1","Soapfuse",NA,NA
"557","TCGA-AB-2875-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"558","TCGA-AB-2875-03A","NSUN4","FAAH","Soapfuse",NA,NA
"559","TCGA-AB-2875-03A","PRH1","PRR4","Soapfuse",NA,NA
"560","TCGA-AB-2875-03A","PRR13","PCBP2","Soapfuse",NA,NA
"561","TCGA-AB-2875-03A","RAB4B","EGLN2","Soapfuse",NA,NA
"562","TCGA-AB-2875-03A","RPL4","HSPA8","Soapfuse",NA,NA
"563","TCGA-AB-2875-03A","RRM2","C2orf48","Soapfuse",NA,NA
"564","TCGA-AB-2875-03A","RRN3P3","CDR2","Soapfuse",NA,NA
"565","TCGA-AB-2875-03A","SMG5","PAQR6","Soapfuse",NA,NA
"566","TCGA-AB-2875-03A","VIPAR","C14orf148","Soapfuse",NA,NA
"567","TCGA-AB-2886-03A","ACCS","EXT2","Soapfuse",NA,NA
"568","TCGA-AB-2886-03A","ADSL","SGSM3","Soapfuse",NA,NA
"569","TCGA-AB-2886-03A","BPTF","RDM1","Soapfuse",NA,NA
"570","TCGA-AB-2886-03A","C16orf53","MVP","Soapfuse",NA,NA
"571","TCGA-AB-2886-03A","DCAF11","PSME1","Soapfuse",NA,NA
"572","TCGA-AB-2886-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"573","TCGA-AB-2886-03A","DHTKD1","SEC61A2","Soapfuse",NA,NA
"574","TCGA-AB-2886-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"575","TCGA-AB-2886-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"576","TCGA-AB-2886-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"577","TCGA-AB-2886-03A","HACL1","COLQ","Soapfuse",NA,NA
"578","TCGA-AB-2886-03A","HAVCR2","HAVCR1","Soapfuse",NA,NA
"579","TCGA-AB-2886-03A","IL2RG","CXorf65","Soapfuse",NA,NA
"580","TCGA-AB-2886-03A","JAK3","INSL3","Soapfuse",NA,NA
"581","TCGA-AB-2886-03A","KLHL33","TEP1","Soapfuse",NA,NA
"582","TCGA-AB-2886-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"583","TCGA-AB-2886-03A","NSUN4","FAAH","Soapfuse",NA,NA
"584","TCGA-AB-2886-03A","PEX19","DCAF8","Soapfuse",NA,NA
"585","TCGA-AB-2886-03A","PRH1","PRR4","Soapfuse",NA,NA
"586","TCGA-AB-2886-03A","RPS12","RN28S1","Soapfuse",NA,NA
"587","TCGA-AB-2886-03A","RRM2","C2orf48","Soapfuse",NA,NA
"588","TCGA-AB-2886-03A","RRN3P3","CDR2","Soapfuse",NA,NA
"589","TCGA-AB-2886-03A","SFT2D2","TBX19","Soapfuse",NA,NA
"590","TCGA-AB-2886-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"591","TCGA-AB-2886-03A","TAS2R14","PRH1","Soapfuse",NA,NA
"592","TCGA-AB-2886-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"593","TCGA-AB-2886-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"594","TCGA-AB-2886-03A","TRIM52","GNB2L1","Soapfuse",NA,NA
"595","TCGA-AB-2886-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"596","TCGA-AB-2886-03A","ZNF782","ZNF510","Soapfuse",NA,NA
"597","TCGA-AB-2897-03A","ADSL","SGSM3","Soapfuse",NA,NA
"598","TCGA-AB-2897-03A","CTBS","GNG5","Soapfuse",NA,NA
"599","TCGA-AB-2897-03A","CTSLL2","BMS1P6","Soapfuse",NA,NA
"600","TCGA-AB-2897-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"601","TCGA-AB-2897-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"602","TCGA-AB-2897-03A","HACL1","COLQ","Soapfuse",NA,NA
"603","TCGA-AB-2897-03A","KIAA0494","ATPAF1","Soapfuse",NA,NA
"604","TCGA-AB-2897-03A","KIAA1267","ARL17A","Soapfuse",NA,NA
"605","TCGA-AB-2897-03A","KIAA1267","ARL17B","Soapfuse",NA,NA
"606","TCGA-AB-2897-03A","MKNK2","RNF126","Soapfuse",NA,NA
"607","TCGA-AB-2897-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"608","TCGA-AB-2897-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"609","TCGA-AB-2897-03A","RN28S1","GNB2L1","Soapfuse",NA,NA
"610","TCGA-AB-2897-03A","SLC45A3","ELK4","Soapfuse",NA,NA
"611","TCGA-AB-2897-03A","TAS2R14","PRH1","Soapfuse",NA,NA
"612","TCGA-AB-2897-03A","TBC1D24","ATP6V0C","Soapfuse",NA,NA
"613","TCGA-AB-2897-03A","TEKT2","ADPRHL2","Soapfuse",NA,NA
"614","TCGA-AB-2897-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"615","TCGA-AB-2897-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"616","TCGA-AB-2897-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"617","TCGA-AB-2901-03A","HNRNPUL2","BSCL2","Soapfuse",NA,NA
"618","TCGA-AB-2901-03A","KLF16","REXO1","Soapfuse",NA,NA
"619","TCGA-AB-2901-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"620","TCGA-AB-2901-03A","RRM2","C2orf48","Soapfuse",NA,NA
"621","TCGA-AB-2901-03A","SDHAF2","C11orf66","Soapfuse",NA,NA
"622","TCGA-AB-2901-03A","SEC63","FIG4","Soapfuse",NA,NA
"623","TCGA-AB-2901-03A","SMG5","PAQR6","Soapfuse",NA,NA
"624","TCGA-AB-2901-03A","SRGAP2P2","SRGAP2P1","Soapfuse",NA,NA
"625","TCGA-AB-2901-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"626","TCGA-AB-2901-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"627","TCGA-AB-2901-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"628","TCGA-AB-2901-03A","UCHL3","LMO7","Soapfuse",NA,NA
"629","TCGA-AB-2901-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"630","TCGA-AB-2901-03A","ZNF606","C19orf18","Soapfuse",NA,NA
"631","TCGA-AB-2904-03A","PABPC1","HBA1","Soapfuse",NA,NA
"632","TCGA-AB-2904-03A","PABPC1","HBA2","Soapfuse",NA,NA
"633","TCGA-AB-2904-03A","ACOT11","C1orf175","Soapfuse",NA,NA
"634","TCGA-AB-2904-03A","ADSL","SGSM3","Soapfuse",NA,NA
"635","TCGA-AB-2904-03A","CTNNBIP1","CLSTN1","Soapfuse",NA,NA
"636","TCGA-AB-2904-03A","GIMAP2","GIMAP1","Soapfuse",NA,NA
"637","TCGA-AB-2904-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"638","TCGA-AB-2904-03A","GPM6A","TMBIM6","Soapfuse",NA,NA
"639","TCGA-AB-2904-03A","IGHA1","IGHV3-9","Soapfuse",NA,NA
"640","TCGA-AB-2904-03A","KLF16","REXO1","Soapfuse",NA,NA
"641","TCGA-AB-2904-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"642","TCGA-AB-2904-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"643","TCGA-AB-2904-03A","RN28S1","FOSB","Soapfuse",NA,NA
"644","TCGA-AB-2904-03A","RRM2","C2orf48","Soapfuse",NA,NA
"645","TCGA-AB-2904-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"646","TCGA-AB-2904-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"647","TCGA-AB-2904-03A","TTTY15","USP9Y","Soapfuse",NA,NA
"648","TCGA-AB-2910-03A","CHFR","GOLGA3","Soapfuse",NA,NA
"649","TCGA-AB-2910-03A","CNPY2","CS","Soapfuse",NA,NA
"650","TCGA-AB-2910-03A","CREBBP","MYST3","Soapfuse",NA,NA
"651","TCGA-AB-2910-03A","CTBS","GNG5","Soapfuse",NA,NA
"652","TCGA-AB-2910-03A","CTSC","RAB38","Soapfuse",NA,NA
"653","TCGA-AB-2910-03A","CTSLL2","BMS1P6","Soapfuse",NA,NA
"654","TCGA-AB-2910-03A","DEXI","TASP1","Soapfuse",NA,NA
"655","TCGA-AB-2910-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"656","TCGA-AB-2910-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"657","TCGA-AB-2910-03A","HACL1","COLQ","Soapfuse",NA,NA
